City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
402,wailua homesteads,22.0669,-159.378,24.24,79,75,3.09,US,1706674531
403,yellowknife,62.456,-114.3525,-11.71,85,100,2.57,CA,1706674486
404,coquimbo,-29.9533,-71.3436,16.85,94,20,2.06,CL,1706674529
405,blackmans bay,-43.0167,147.3167,22.07,55,84,1.34,AU,1706674463
406,adamstown,-25.066,-130.1015,25.62,76,100,11.95,PN,1706674467
407,atafu village,-8.5421,-172.5159,29.33,71,17,2.28,TK,1706674548
408,edinburgh of the seven seas,-37.0676,-12.3116,13.83,57,86,0.09,SH,1706674465
409,campbellton,48.0075,-66.6727,-21.24,99,93,1.43,CA,1706674389
410,wailua homesteads,22.0669,-159.378,24.24,79,75,3.09,US,1706674531
411,kirensk,57.7853,108.1119,-29.46,94,46,1.34,RU,1706674621
412,dongkan,33.9997,119.8308,6.69,98,100,2.36,CN,1706674644
413,waitangi,-43.9535,-176.5597,17.68,98,100,1.79,NZ,1706674505
414,port-aux-francais,-49.35,70.2167,4.02,74,88,13.7,TF,1706674468
415,longyearbyen,78.2186,15.6401,-5.09,68,75,5.14,SJ,1706674464
416,iskateley,67.6803,53.1512,-6.1,92,78,4.92,RU,1706674579
417,argo,37.6333,22.7333,4.79,81,78,8.24,GR,1706674646
418,qaqortoq,60.7167,-46.0333,-13.2,94,100,5.77,GL,1706674494
419,ushuaia,-54.8,-68.3,8.81,71,0,10.29,AR,1706674508
420,hadibu,12.65,54.0333,24.37,75,93,1.65,YE,1706674469
421,afaahiti,-17.75,-149.2833,27.17,79,85,3.57,PF,1706674496
422,vadso,70.0744,29.7487,3.09,65,20,15.95,NO,1706674648
423,hawaiian paradise park,19.5933,-154.9731,24.73,88,40,2.06,US,1706674649
424,kununurra,-15.7667,128.7333,32.99,62,18,5.14,AU,1706674649
425,takahashi,34.7833,133.6167,8.14,93,90,1.09,JP,1706674556
426,port-aux-francais,-49.35,70.2167,4.02,74,88,13.7,TF,1706674468
427,port mathurin,-19.6833,63.4167,27.51,81,100,8.58,MU,1706674472
428,puerto natales,-51.7236,-72.4875,8.33,86,55,1.7,CL,1706674466
429,bratsk,56.1325,101.6142,-25.37,92,33,1.59,RU,1706674651
430,chengde,40.9725,117.9361,-4.74,32,33,2.5,CN,1706674652
431,puerto ayora,-0.7393,-90.3518,25.23,88,95,4.19,EC,1706674596
432,new norfolk,-42.7826,147.0587,22.73,29,85,2.76,AU,1706674652
433,grytviken,-54.2811,-36.5092,3.01,77,20,5.15,GS,1706674483
434,albany,42.6001,-73.9662,-0.2,85,100,2.22,US,1706674278
435,isafjordur,66.0755,-23.124,-5.63,74,62,3.01,IS,1706674541
436,west island,-12.1568,96.8225,29.99,66,40,2.57,CC,1706674491
437,aljezur,37.3191,-8.8033,12.07,84,96,2.83,PT,1706674654
438,adamstown,-25.066,-130.1015,25.62,76,100,11.95,PN,1706674467
439,faaa,-17.55,-149.6,28.37,78,96,3.4,PF,1706674655
440,dzhangala,49.2167,50.3333,-6.43,94,76,4.74,KZ,1706674656
441,invercargill,-46.4,168.35,19.45,49,98,3.58,NZ,1706674532
442,adamstown,-25.066,-130.1015,25.62,76,100,11.95,PN,1706674467
443,arraial do cabo,-22.9661,-42.0278,24.86,92,42,3.22,BR,1706674657
444,santa elena de uairen,4.6167,-61.1333,22.13,76,77,1.07,VE,1706674658
445,adamstown,-25.066,-130.1015,25.62,76,100,11.95,PN,1706674467
446,ancud,-41.8697,-73.8203,14.08,95,100,2.04,CL,1706674659
447,port-aux-francais,-49.35,70.2167,4.02,74,88,13.7,TF,1706674468
448,port-aux-francais,-49.35,70.2167,4.02,74,88,13.7,TF,1706674468
449,grytviken,-54.2811,-36.5092,3.01,77,20,5.15,GS,1706674483
450,porto novo,6.4965,2.6036,27.9,86,60,1.46,BJ,1706674661
451,crane,31.3974,-102.3501,14.26,41,35,3.22,US,1706674464
452,olonkinbyen,70.9221,-8.7187,-3.97,75,100,6.58,SJ,1706674661
453,kirensk,57.7853,108.1119,-29.46,94,46,1.34,RU,1706674621
454,nova sintra,14.8667,-24.7167,20.89,60,0,5.24,CV,1706674662
455,ancud,-41.8697,-73.8203,14.08,95,100,2.04,CL,1706674659
456,shalya,57.2471,58.7298,-6.32,96,99,3.43,RU,1706674663
457,duyun,26.2667,107.5167,13.26,94,100,3.35,CN,1706674663
458,lihue,21.9789,-159.3672,24.58,78,75,3.09,US,1706674550
459,tubmanburg,6.8708,-10.8172,24.33,96,74,0.81,LR,1706674664
460,edinburgh of the seven seas,-37.0676,-12.3116,13.83,57,86,0.09,SH,1706674465
461,flying fish cove,-10.4217,105.6791,28.82,89,75,2.57,CX,1706674665
462,kingston,17.997,-76.7936,24.53,83,20,1.03,JM,1706674545
463,san patricio,28.017,-97.5169,15.47,66,100,2.39,US,1706674666
464,lejanias,3.5251,-74.0216,23.97,57,54,2.62,CO,1706674666
465,port-aux-francais,-49.35,70.2167,4.02,74,88,13.7,TF,1706674468
466,port-aux-francais,-49.35,70.2167,4.02,74,88,13.7,TF,1706674468
467,blackmans bay,-43.0167,147.3167,22.07,55,84,1.34,AU,1706674463
468,edinburgh of the seven seas,-37.0676,-12.3116,13.83,57,86,0.09,SH,1706674465
469,itoman,26.1247,127.6694,26.43,68,40,7.2,JP,1706674668
470,vila velha,-20.3297,-40.2925,26.97,94,20,2.06,BR,1706674527
471,hawaiian paradise park,19.5933,-154.9731,24.73,88,40,2.06,US,1706674649
472,port mathurin,-19.6833,63.4167,27.51,81,100,8.58,MU,1706674472
473,menomonie,44.8755,-91.9193,0.96,93,0,0.0,US,1706674670
474,wad rawah,15.1603,33.1397,16.79,22,7,5.39,SD,1706674670
475,grytviken,-54.2811,-36.5092,3.01,77,20,5.15,GS,1706674483
476,college,64.8569,-147.8028,-29.95,63,75,0.0,US,1706674575
477,hadibu,12.65,54.0333,24.37,75,93,1.65,YE,1706674469
478,grytviken,-54.2811,-36.5092,3.01,77,20,5.15,GS,1706674483
479,hasaki,35.7333,140.8333,15.16,49,27,5.06,JP,1706674672
480,adamstown,-25.066,-130.1015,25.62,76,100,11.95,PN,1706674467
481,itamaraca,-7.7478,-34.8256,26.03,75,2,2.8,BR,1706674673
482,waitangi,-43.9535,-176.5597,17.68,98,100,1.79,NZ,1706674505
